stock_code,name,industry,full_name,address,chairman,manager,main_business,create_date,capital,ipo_date,state,common_share_price,common_shares,dividend_frequency,company_url,money_dj_introduce_url
2611,志信,航運業,志信國際股份有限公司,tstcomp@tsgroup.com.tw,黃春發,周呂熙龍,運輸營建、觀光休閒貿易商品買賣業務,62/11/15,"1,718,202,470元",82/10/28,上市,新台幣10.0000元,"171,820,247股(含私募0股)",每年,https://www.tsgroup.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=333d69c9-ace1-4d1b-805f-1d7ef27f54f4
2612,中航,航運業,中國航運股份有限公司,cmt@agcmt.com.tw,彭士孝,戴聖堅,散裝貨輪運輸業(百分之百轉投資海外子公司)汽車貨櫃貨運業民用航空總代理,67/01/31,"1,974,845,930元",83/10/20,上市,新台幣10.0000元,"197,484,593股(含私募0股)",每年,http://www.cmt.tw/cn/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7e15e3cd-194c-41c4-a2c3-2f22652b6d8e
2613,中櫃,航運業,中國貨櫃運輸股份有限公司,cctc@gcn.net.tw,林宏年,吳清泉,經營港埠碼頭貨櫃集散站辦理貨櫃修理維護業務辦理一般倉庫及保稅業務,58/11/27,"1,484,234,580元",84/01/20,上市,新台幣10.0000元,"148,423,458股(含私募0股)",每年,http://www.cctcorp.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5d5f68ff-f04a-4cc7-b8f8-e4d4d89bf2a2
2614,東森,其他,東森國際股份有限公司,emic@emic.com.tw,廖尚文,廖尚文,穀倉網路媒體事業貿易零售事業,64/05/14,"5,289,503,950元",84/09/23,上市,新台幣10.0000元,"528,950,395股(含私募0股)",每年,https://www.emic.com.tw/?lang=tw,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=68e63509-9a3b-4daf-b00b-07018238078d
2615,萬海,航運業,萬海航運股份有限公司,laura_su@wanhai.com,久福花園股份有限公司,謝福隆,船舶運送業、船務代理業、其他批發業零售業、船舶及其零件批發業船舶及其零件零售業、貨櫃集散站經營業、船舶及貨櫃出租業船舶貨物裝卸承攬業、除許可業務外得經營法令非禁止或限制之業務,54/02/24,"22,182,974,660元",85/05/16,上市,新台幣10.0000元,"2,218,297,466股(含私募0股)",每年,https://tw.wanhai.com/views/Main.xhtml,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7a202a5c-8694-444c-b4bb-3ec1058fc30e
2616,山隆,油電燃氣業,山隆通運股份有限公司,mlchuang@slc.com.tw,鄭人豪,鄭人豪,汽車貨櫃貨運業汽車修理業及其零件買賣加油站業務及倉儲業務,65/04/06,"1,372,818,270元",86/11/08,上市,新台幣10.0000元,"137,281,827股(含私募0股)",每年,http://w3.slc.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c3a42305-4ca6-490c-afff-493e48bce8d1
2617,台航,航運業,台灣航業股份有限公司,tnctpe@taiwanline.com.tw,劉文慶,仇忠林,海運服務業委託營造廠商興建住宅及商業大樓出租出售業務,35/07/01,"4,172,944,870元",87/06/24,上市,新台幣10.0000元,"417,294,487股(含私募0股)",每年,http://www.taiwanline.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=60c02572-bc7e-4c65-bd02-f1909d0005ff
2618,長榮航,航運業,長榮航空股份有限公司,prd@evaair.com,林寶水,孫嘉明,國際航線之定期及不定期航空客貨運輸業務,78/04/07,"51,307,685,850元",90/09/17,上市,新台幣10.0000元,"5,130,768,585股(含私募0股)",每年,https://www.evaair.com/zh-tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=1e773af0-b8e0-4a64-8285-4b55ed63c3c3
2701,萬企,觀光事業,萬華企業股份有限公司,wanhwa.ltd@msa.hinet.net,蔡茂昌,吳雅珍,育樂租賃,47/02/26,"4,499,678,380元",54/03/22,上市,新台幣10.0000元,"449,967,838股(含私募0股)",每年,http://www.wanhwa.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=edbd288f-900e-4a03-b857-d01c1380a408
2702,華園,觀光事業,華園飯店股份有限公司,hotelhg@ms11.hinet.net,陳海尼,陳海尼,"國際觀光旅館客房出租中,西餐廳,夜總會及游泳池業務一般進出口貿易業務(許可業務除外)",48/07/29,"1,104,855,380元",54/02/14,上市,新台幣10.0000元,"110,485,538股(含私募0股)",每年,https://www.hotelhg.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=982378bc-5cc5-45f5-8db6-f383b2d6c1c1
2704,國賓,觀光事業,國賓大飯店股份有限公司,stock@mstp.ambhotel.com.tw,許育瑞,謝漢章,國際觀光大飯店附設餐飲等業務,51/12/01,"3,669,233,430元",71/11/10,上市,新台幣10.0000元,"366,923,343股(含私募0股)",每年,https://www.ambassador-hotels.com/tc,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ace5c27b-357d-4ce6-85bf-f7a34e79bc91
2705,六福,觀光事業,六福開發股份有限公司,IR.leofoo@leofoo.com.tw,莊豐如,莊豐如,國際觀光旅館.餐飲.電影院.主題遊樂園,57/01/27,"1,913,128,300元",77/12/24,上市,新台幣10.0000元,"191,312,830股(含私募4,776,200股)",每年,http://www.leofoo.com.tw/zh-TW/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=44f9e986-b004-47ef-8e53-2c40e82bbdf5
2706,第一店,觀光事業,第一華僑大飯店股份有限公司,firsthotel@aptg.net,顧安生,徐小華,觀光旅館業務商場出租業務,57/09/27,"4,999,983,460元",80/06/25,上市,新台幣10.0000元,"499,998,346股(含私募0股)",每年,https://twfirsthotel.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e48d3676-6c5c-481c-b919-2eabf78b907a
2707,晶華,觀光事業,晶華國際酒店股份有限公司,joan.lien@regenttaiwan.com,潘思亮,吳偉正,經營國際觀光旅館;附中西餐廳咖啡廳夜總會酒吧會議廳健身房三溫暖商店等;停車場經營;旅館管理;休閒育樂產業設施諮詢顧問,65/07/07,"1,274,019,720元",87/03/09,上市,新台幣10.0000元,"127,401,972股(含私募0股)",每季,https://www.silkshotelgroup.com/tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=14a03973-f3d3-4db7-b530-79324af5e6a1
2801,彰銀,金融保險業,彰化商業銀行股份有限公司,chbgss@chb.com.tw,凌忠嫄,周朝崇,存、放款、外匯及其他銀行業可辦業務,39/07/01,"104,885,708,420元",51/02/15,上市,新台幣10.0000元,"10,488,570,842股(含私募0股)",每年,https://www.bankchb.com/frontend/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=609fa78c-01f9-4726-a578-88b045d17283
2807,竹商銀,公司已下市,渣打國際商業銀行股份有限公司,Jennifer.Kang@sc.com,龐維哲,韓德聖,H101021商業銀行業(經財政部核准項目為限)。H301011證券商(經目的事業主管機關核准營業項目為限)。H601011人身保險代理人/H601021財產保險代理人,37/09/15,"29,105,719,760元",,上市,新台幣10.0000元,"2,910,571,976股
(含私募0股)
",每年,www.standardchartered.com.tw,
2808,北商銀,公司不繼續公開發行,,,,,,,,,,,,,,
2809,京城銀,金融保險業,京城商業銀行股份有限公司,csr@mail.ktb.com.tw,戴誠志,張日政,存款、放款、外匯、財富管理、投資、信託、保險代理人等金融業務,40/07/11,"11,212,342,650元",72/07/20,上市,新台幣10.0000元,"1,121,234,265股(含私募0股)",每年,https://customer.ktb.com.tw/new/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e4c3b480-f8b0-4ea1-8260-a9841642a117
2811,東企,公司不繼續公開發行,,,,,,,,,,,,,,
2812,台中銀,金融保險業,台中商業銀行股份有限公司,service@ms2.tcbbank.com.tw,王貴鋒,賈德威,銀行相關事業,42/08/26,"43,385,205,580元",73/05/15,上市,新台幣10.0000元,"4,338,520,558股(含私募0股)",每年,https://www.tcbbank.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=995f3210-9654-4b3d-8c31-75a76e0948f6
2816,旺旺保,金融保險業,旺旺友聯產物保險股份有限公司,Amelia.Kuo@wwunion.com,洪吉雄,劉自明,火險、水險、汽車險、承保其他損失責任及再保險、代理其他公司委託之保險業務、各種生產事業投資、依法辦理之事項,52/02/19,"2,236,080,000元",81/05/05,上市,新台幣10.0000元,"223,608,000股(含私募0股)",每年,https://www.wwunion.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3237c7ad-4e2f-409f-980d-3811e4c0706b
2820,華票,金融保險業,中華票券金融股份有限公司,service@cbf.com.tw,張政權,魏政祥,H102011票券金融業H301011證券商（不含營業廳）,67/12/01,"13,429,600,000元",83/10/26,上市,新台幣10.0000元,"1,342,960,000股(含私募0股)",每年,http://www.cbf.com.tw/mp.asp?mp=1,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=9d54e498-fb0f-495d-ad38-6f6b511de8e3
2822,農銀,公司不繼續公開發行,,,,,,,,,,,,,,
2823,中壽,金融保險業,中國人壽保險股份有限公司,gadept@chinalife.com.tw,譚碩倫,黃淑芬,人身保險,52/04/25,"47,313,972,420元",84/02/08,上市,新台幣10.0000元,"4,731,397,242股(含私募0股)",每年,https://www.chinalife.com.tw/wps/portal/chinalife,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=6e1d732e-b24b-471d-b1ec-a4ac4bf825f6
2825,中央保,公司不繼續公開發行,,,,,,,,,,,,,,
2827,中聯,公司不繼續公開發行,,,,,,,,,,,,,,
2831,中華銀,公司不繼續公開發行,,,,,,,,,,,,,,
2832,台產,金融保險業,台灣產物保險股份有限公司,finance@mail.tfmi.com.tw,李泰宏,陳昭鋒,產物保險,37/03/12,"3,622,004,000元",86/09/30,上市,新台幣10.0000元,"362,200,400股(含私募0股)",每年,https://www.tfmi.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=fd93d817-04b6-41c7-a2f7-270a10e68c38
2833,台壽保,公司已下市,台灣人壽保險股份有限公司,service@taiwanlife.com,黃思國,莊中慶,人身保險業務,36/12/01,"62,267,319,530元",86/10/13,上市,新台幣10.0000元,"6,226,731,953股
(含私募3,209,468,163股)
",每年,http://www.taiwanlife.com,
2834,臺企銀,金融保險業,臺灣中小企業銀行股份有限公司,TBB@mail.tbb.com.tw,林謙浩,張志堅,存款、授信、外匯、投資、信託、個人理財等金融業務,39/09/23,"74,885,834,570元",87/01/03,上市,新台幣10.0000元,"7,488,583,457股(含私募439,330,543股)",每年,https://www.tbb.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8e451d6b-f332-4ef4-a338-c1b133181384
2836,高雄銀,金融保險業,高雄銀行股份有限公司,0691@mail.bok.com.tw,董瑞斌,徐翠梅,"代理市庫,存款,授信,外匯,信託,投資等金融業務",71/01/13,"11,695,577,270元",87/05/18,上市,新台幣10.0000元,"1,129,557,727股(含私募0股)",每年,https://www.bok.com.tw/welcome,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=65500b88-fe1c-4f43-8996-923e6dc15172
2837,萬泰銀,公司已下市,凱基商業銀行股份有限公司,無,魏寶生,曹慧姝,存款、放款、外匯、信託、保證、匯兌代理、代收、信用狀國際金融等各項有關金融業務,81/01/14,"46,061,622,910元",87/06/29,上市,新台幣10.0000元,"4,606,162,291股
(含私募4,501,324,411股)
",每年,http://www.KGIbank.com,
2838,聯邦銀,金融保險業,聯邦商業銀行股份有限公司,1030199@ubot.com.tw,林鴻聯,許維文,收受存款、辦理放款、票據貼現、匯兌、承兌、保證、開發信用狀業務、買賣短期票券、投資、外匯業務、信託業務、財富管理及其他代理業務等。,80/12/31,"32,933,688,060元",87/06/29,上市,新台幣10.0000元,"3,093,368,806股(含私募0股)",每半會計年度,https://www.ubot.com.tw/home,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2081c2ac-4680-4bd7-ad88-455e6ae49690
2841,台開,建材營造,台灣土地開發股份有限公司,service@tldc.com.tw,邱于芸,邱于芸,土地及工業區投資開發業務資產管理及不良債權處理業務都市更新及不動產證券化業務,53/06/30,"7,609,436,000元",88/01/08,上市,新台幣10.0000元,"760,943,600股(含私募0股)",每年,https://www.tldc.com.tw/main/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8f3146c2-2131-4a1b-a4ba-3a478c069691
2845,遠東銀,金融保險業,遠東國際商業銀行股份有限公司,service@feib.com.tw,侯金英,周添財,"收受存款,辦理放款,保證簽發信用狀,辦理國內外匯兌及承兌業務辦理投資及代銷公債,公司債及金融債券",81/01/11,"34,481,044,410元",87/11/27,上市,新台幣10.0000元,"3,448,104,441股(含私募0股)",每年,https://www.feib.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=70c2cd5f-754a-49b5-9cd0-b0e83a91896f
2847,大眾銀,公司不繼續公開發行,,,,,,,,,,,,,,
2849,安泰銀,金融保險業,安泰商業銀行股份有限公司,ir@entiebank.com.tw,丁予康,張振芳,經營銀行法規定之商業銀行業務經營信託法及信託業法規定之信託業務,82/01/14,"19,579,100,500元",88/09/27,上市,新台幣10.0000元,"1,957,910,050股(含私募1,063,113,402股)",每年,https://www.entiebank.com.tw/entie/home,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=71e50e70-8661-4080-844b-4056cce75af5
2850,新產,金融保險業,新光產物保險股份有限公司,stock@skinsurance.com.tw,吳昕紘,何英蘭,財產保險,52/04/26,"3,159,633,000元",89/05/22,上市,新台幣10.0000元,"315,963,300股(含私募0股)",每年,https://www.skinsurance.com.tw/SKI/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3ca78487-6d22-4ff0-ae33-57290855efcc
2851,中再保,金融保險業,中央再保險股份有限公司,centralre@centralre.com,楊誠對,鄭靜芬,H501031再保險業,57/06/12,"5,903,887,500元",89/07/06,上市,新台幣10.0000元,"590,388,750股(含私募0股)",每年,https://www.centralre.com/index1.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=a560b8ff-d4d7-49b3-9db0-a0aef446d35e
2852,第一保,金融保險業,第一產物保險股份有限公司,corpgov@firstins.com.tw,李正漢,呂秋敏,財產保險,51/09/04,"3,011,637,840元",89/11/28,上市,新台幣10.0000元,"301,163,784股(含私募0股)",每年,https://www.firstins.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2fe5ac3f-7e08-407e-a5cf-e11fd855d59e
2854,寶來證,公司不繼續公開發行,,,,,,,,,,,,,,
2855,統一證,金融保險業,統一綜合證券股份有限公司,investor@uni-psg.com,林寬成,蔡森部,承銷有價證券自行買賣有價證券受託買賣有價證券股務代理有價證券融資融券業務期貨業務輔助期貨自營其它經證期會核准之有關證券業務,77/12/17,"14,558,313,430元",91/09/16,上市,新台幣10.0000元,"1,455,831,343股(含私募0股)",每年,https://www.pscnet.com.tw/pscnetStock/index.do,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=0a8768d3-b3f3-4986-a14a-fec98da4ecbf
2856,元富證,公司已下市,元富證券股份有限公司,tien@masterlink.com.tw,陳俊宏,李明輝,承銷有價證券、自行買賣有價證券、受託買賣有價證券有價證券買賣融資融券、有價證券股務事項之代理、期貨交易輔助人期貨自營、受託買賣外國有價證券、其它經主管機關核准之業務,78/03/23,"16,096,098,560元",91/09/16,上市,新台幣10.0000元,"1,609,609,856股(含私募0股)",每年,www.masterlink.com.tw,
2880,華南金,金融保險業,華南金融控股股份有限公司,public@hnfhc.com.tw,張雲鵬,羅寶珠,金融控股公司業投資經主管機關核准之事業對被投資事業之管理,90/12/19,"128,547,788,100元",90/12/19,上市,新台幣10.0000元,"12,854,778,810股(含私募0股)",每年,https://www.hnfhc.com.tw/HNFHC/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=6ddaa497-f0f7-42fa-9ed1-426734bd4630
2881,富邦金,金融保險業,富邦金融控股股份有限公司,pr@fubon.com,蔡明興,韓蔚廷,金融控股公司業,90/12/19,"115,002,639,950元",90/12/19,上市,新台幣10.0000元,"10,233,603,995股(含私募0股)",每年,https://www.fubon.com/financialholdings/home/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3b55816c-6fb1-47b5-ae98-8e3e2352128f
2882,國泰金,金融保險業,國泰金融控股股份有限公司,services@cathayholdings.com.tw,蔡宏圖,李長庚,投資管理,90/12/31,"147,025,101,280元",90/12/31,上市,新台幣10.0000元,"13,169,210,128股(含私募0股)",每年,https://www.cathayholdings.com/holdings/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=18b067cf-3d9a-42ec-807b-da5d86170d12
2883,開發金,金融保險業,中華開發金融控股股份有限公司,ir@cdibh.com,張家祝,StefanoPaoloBertamini,投資及被投資公司之管理,90/12/28,"149,898,550,010元",90/12/28,上市,新台幣10.0000元,"14,989,855,001股(含私募0股)",每年,https://www.cdfholding.com/zh-tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=4d78e1ee-b33f-4866-bf7d-3d4cd7ced8aa
2884,玉山金,金融保險業,玉山金融控股股份有限公司,tonycheng-06795@email.esunbank.com.tw,黃永仁,陳美滿,金融控股公司業,91/01/28,"133,546,000,000元",91/01/28,上市,新台幣10.0000元,"13,354,600,000股(含私募0股)",每年,https://www.esunfhc.com/zh-tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=277899ba-1350-46c3-9eaf-db24b8200abc
2885,元大金,金融保險業,元大金融控股股份有限公司,yuantatsec@yuanta.com,申鼎籛,翁健,金融控股公司業,91/02/04,"121,374,359,140元",91/02/04,上市,新台幣10.0000元,"12,137,435,914股(含私募0股)",每年,https://www.yuanta.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2231cd09-ed46-4a9a-b996-6a9b0483f84b
2886,兆豐金,金融保險業,兆豐金融控股股份有限公司,jlc@megaholdings.com.tw,張兆順,胡光華,金融控股公司業,91/02/04,"135,998,239,830元",91/02/04,上市,新台幣10.0000元,"13,599,823,983股(含私募0股)",每年,https://www.megaholdings.com.tw/tc/index.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=758568c5-c097-4337-87c6-0ae76a30c9a9
2887,台新金,金融保險業,台新金融控股股份有限公司,netbank@taishinbank.com.tw,吳東亮,林維俊,金融控股公司業,91/02/18,"122,093,831,700元",91/02/18,上市,新台幣10.0000元,"11,409,383,170股(含私募0股)",每年,https://www.taishinholdings.com.tw/tsh/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=acb1c969-475f-486b-80d6-23b7b30b7095
2888,新光金,金融保險業,新光金融控股股份有限公司,skl041@skl.com.tw,許澎,吳欣儒,H801011金融控股公司業,91/02/19,"143,173,940,630元",91/02/19,上市,新台幣10.0000元,"14,020,394,063股(含私募0股)",每年,https://www.skfh.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=e6fc8b2a-8e02-4796-90fe-137a71b8da86
2889,國票金,金融保險業,國票金融控股股份有限公司,services@ibf.com.tw,魏啟林,丁予嘉,金融控股公司業,91/03/26,"28,964,816,950元",91/03/26,上市,新台幣10.0000元,"2,896,481,695股(含私募0股)",每年,https://www.ibf.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=094d91bd-e552-46ac-9e4a-c122f0e0e497
2890,永豐金,金融保險業,永豐金融控股股份有限公司,Investor-Relations@sinopac.com,陳思寬,朱士廷,本公司得投資下列事業：銀行業、票券金融業、信用卡業、信託業、保險業、證券業、期貨業、創業投資事業、經主管機關核准投資之外國金融機構、其他經主管機關認定與金融業相關之事業。,91/05/09,"112,810,541,060元",91/05/09,上市,新台幣10.0000元,"11,271,054,106股(含私募0股)",每年,http://www.sinopac.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f26e45ad-f8e4-4dda-bf7e-33af18ca40b8
2891,中信金,金融保險業,中國信託金融控股股份有限公司,ir@ctbcholding.com,顏文隆,吳一揆,投資金融相關事業經主管機關核准辦理之其他有關業務,91/05/17,"199,969,795,690元",91/05/17,上市,新台幣10.0000元,"19,496,989,569股(含私募0股)",每年,https://www.ctbcholding.com/content/twhoo/zh_tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=aa6d4b89-ba06-432f-b8d6-115454b4c98d
2892,第一金,金融保險業,第一金融控股股份有限公司,fhc201@mail.firstbank.com.tw,邱月琴,陳芬蘭,金融控股公司業,92/01/02,"128,358,010,780元",92/01/02,上市,新台幣10.0000元,"12,835,801,078股(含私募0股)",每年,https://www.firstholding.com.tw/sites/firstholding/Home,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=4a1242d0-1844-4a1e-af7f-12a2b4c0fbfc
2901,欣欣,貿易百貨,欣欣大眾市場股份有限公司,star@shinshinltd.com.tw,尤志煌,楊喬百,百貨業超市電影院,60/04/15,"730,432,830元",65/05/07,上市,新台幣10.0000元,"73,043,283股(含私募0股)",每年,http://www.shinshinltd.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3d4b1a6a-cd5e-45c0-bc9e-18527429e3ff
2902,中信,公司不繼續公開發行,,,,,,,,,,,,,,
2903,遠百,貿易百貨,遠東百貨股份有限公司,service@feds.com.tw,徐旭東,徐雪芳,買賣環球百貨及經營超級市場,56/08/31,"14,169,405,890元",67/10/11,上市,新台幣10.0000元,"1,416,940,589股(含私募0股)",每年,https://www.feds.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5aa8d883-474c-47e5-9e48-ee236bfcc9e1
2904,匯僑,其他,匯僑股份有限公司,service@pocs.com.tw,廖述群,葉唐榮,港埠石化品之裝卸及儲轉業務進出口貿易業務及其有關之國內外買賣業務,67/10/11,"690,344,320元",72/01/05,上市,新台幣10.0000元,"69,034,432股(含私募0股)",每年,https://www.pocs.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f147ed87-7a36-4d5b-849f-0317e2f2e4ca
2905,三商,貿易百貨,三商投資控股股份有限公司,ginger@mercuries.com.tw,陳翔立,陳翔立,一般投資業。,54/02/19,"9,093,509,560元",77/09/19,上市,新台幣10.0000元,"909,350,956股(含私募0股)",每年,https://www.mercuries.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7cf56901-5d50-4541-83cd-9309cd397277
2906,高林,貿易百貨,高林實業股份有限公司,cust@email.collins.com.tw,李忠良,李忠良,國際貿易進口服飾零售生技醫療產業,58/05/05,"2,091,110,930元",78/12/26,上市,新台幣10.0000元,"209,111,093股(含私募0股)",每年,http://www.collins.com.tw/web/index/index.jsp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=8e27ba49-6841-4e3f-9481-b8380fe55e45
2908,特力,貿易百貨,特力股份有限公司,fin-stock@testritegroup.com,李麗秋,李麗秋董事長代理總經理,一般進出口貿易業務及其有關之國內外買賣業務(許可業務除外)代理國內外廠商產品之銷售及投標業務代理國內外廠商之採購及投標業務,67/08/10,"5,098,875,580元",82/02/18,上市,新台幣10.0000元,"509,887,558股(含私募0股)",每年,http://www.testritegroup.com/wps/portal,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3ac77f98-a84b-44fa-ac70-bf4188eb3176
2910,統領,貿易百貨,統領百貨股份有限公司,tonlin@ms19.hinet.net,蘇建義,翁華利,百貨零售業,71/08/18,"2,087,250,000元",85/12/30,上市,新台幣10.0000元,"208,725,000股(含私募0股)",每年,https://www.tonlin.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=bf73af94-04c5-43a5-b2d7-eba9d050650a
2911,麗嬰房,貿易百貨,麗嬰房股份有限公司,IR@lesenphants.com.tw,林柏蒼,張育韶,成衣服飾製造及買賣業務各種家具、鞋襪、飾品等百貨之製造及買賣業務各種玩具之製造及買賣,62/06/18,"1,846,777,750元",86/01/18,上市,新台幣10.0000元,"184,677,775股(含私募0股)",每年,http://www.enphants.com/c/index.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=adf24abd-b306-4b4d-b1d9-7bae6ea8eec2
2912,統一超,貿易百貨,統一超商股份有限公司,spokesman@mail.7-11.com.tw,羅智先,黃瑞典,超級商店之經營;煙酒.家庭用品之零售,76/06/10,"10,396,222,550元",86/08/22,上市,新台幣10.0000元,"1,039,622,255股(含私募0股)",每年,https://www.7-11.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=338b1feb-7105-46dd-b12c-09184d67e1fe
2913,農林,貿易百貨,台灣農林股份有限公司,service@ttch.com.tw,吳清源,林金燕,茶葉及相關休閒產業貿易土地開發,39/06/15,"7,900,000,000元",51/02/09,上市,新台幣10.0000元,"790,000,000股(含私募83,250,000股)",每年,https://www.ttch.com.tw/zh/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=07c26d40-e37a-4226-bf5b-8f8d3129f5ba
2915,潤泰全,貿易百貨,潤泰全球股份有限公司,cmc@mail.ruentex.com.tw,王綺帆,徐志漳,天然棉．纖維．紡織品之製造加工染整印花營銷及進出口貿易業務農畜水產品．雜貨．衣著．建材．家具及裝飾品之批發及零售業務委託營造商興建國民住宅．商業大樓出租．出售業務,65/01/14,"5,648,605,940元",66/07/20,上市,新台幣10.0000元,"564,860,594股(含私募0股)",每年,https://www.ruentex.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5f134ead-04f9-4afe-902b-9369c62f6fe2
3001,協和,公司不繼續公開發行,,,,,,,,,,,,,,
3002,歐格,電腦及週邊設備業,歐格電子股份有限公司,ahoku@ahoku.com,李廣浩,李廣浩,電源及雲端智慧管理裝置電路保護元件博弈機觸控螢幕及周邊設備,72/08/01,"1,020,000,000元",91/01/23,上市,新台幣10.0000元,"102,000,000股(含私募0股)",每年,https://www.ahoku.com.tw/zh-TW/index/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ef63acb0-dec4-458d-84fd-eace35c593ce
3003,健和興,電子零組件業,健和興端子股份有限公司,kst@ksterminals.com.tw,鄭克彬,鄭景壬,端子,67/02/10,"1,556,548,900元",91/02/19,上市,新台幣10.0000元,"155,654,890股(含私募0股)",每年,https://www.ksterminals.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=38f0b60b-80e5-471f-8828-07d8aa5e3ebf
3004,豐達科,鋼鐵工業,豐達科技股份有限公司(原宏達),IR@nafco.com.tw,蔡豐賜,林威村,飛機用及船舶用扣件、結構件之製造、加工、代理及買賣業務車輛用及工業用扣件、結構件之製造、加工、代理及買賣業務產品設計業,86/10/14,"526,471,550元",91/02/25,上市,新台幣10.0000元,"52,647,155股(含私募0股)",每年,http://zh.nafco.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=2e5034c7-95d5-40c0-8fa3-6341736a67af
3005,神基,電腦及週邊設備業,神基科技股份有限公司,stocks@getac.com.tw,黃明漢,黃明漢,"設計,製造及銷售筆記型電腦,強固型攜帶式電腦,行動智慧監控系統模具設計、模具製造、以及模具成型件航太扣件、汽車機構件",78/10/05,"5,932,919,000元",91/02/25,上市,新台幣10.0000元,"593,291,900股(含私募0股)",每年,https://tw.getacgroup.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=43a43b2f-36bd-4f39-abb6-a2936b0130da
